impl_key,effect_slug,source_path,clause,role,aspect,resource,observed_text,implied_text,inference_kind,description,operator,value_si,si_unit,value_text,confidence,notes,updated
superparamagnetism:emergent_output:zero-remanence,superparamagnetism,library/superparamagnetism.md,emergent_output,output,output,dimensionless,"On the unblocked side, coercivity and remanence collapse to zero; M(H) is reversible and Langevin-like. A blocking contour TB(V, τm) recovers the loop below it.","Stable unblocked output is a zero-remanence ensemble curve plus the blocking surface, not a motor moment.",envelope,"The unblocked grain emits a reversible Langevin curve and a blocking contour, not a usable remanent force.",eq,0.0,1,"Mr → 0, Hc → 0 (unblocked)",high,A single unblocked grain’s fluctuating moment is not a usable motor; the Langevin curve is already an ensemble average. Blocked side is the parent latch.,2026-08-17
superparamagnetism:energy_barrier:kv,superparamagnetism,library/superparamagnetism.md,energy_barrier,requirement,barrier,energy,"Uniaxial barrier ΔE ≈ K1 V. Nd2Fe14B K1 ≈ 4.5 MJ/m³. Superparamagnetism is that barrier times an insufficient V, compared with kT ln(τm/τ0).",This is not a different barrier from the permanent-magnet latch. Collapse is under-provisioned volume at fixed K and T.,relabel,The same KV barrier holds a bulk grain and fails a nanoparticle; only V has changed.,approx,4500000.0,J/m^3,K1 ≈ 4.5 MJ/m³; ΔE ≈ KV,high,Cubic magnetite |K1| ≈ 1.35e4 J/m³; do not substitute |K1|V as if it were the uniaxial barrier. Shape anisotropy can dominate Keff in non-equant grains.,2026-08-17
superparamagnetism:failure_mode:under-volume,superparamagnetism,library/superparamagnetism.md,failure_mode,failure,scale,volume,KV ≲ kT ln(τm/τ0) (laboratory convention KV ≲ 25 kT) → remanence and coercivity collapse to zero; M(H) is reversible and Langevin-like.,Thermal erasure of the directional latch on the observation window. Spatial-buffer twin of the thin-film mirror.,envelope,Too-small grains erase the latch on the observer's clock without reaching Tc.,max,2.3e-26,m^3,KV ≲ 25 kT (~30 nm NdFeB lab window),high,"Recording uses a 40–60 kT convention; Mössbauer windows sit near 10^{-8} s. Same contour, different clocks. T > Tc is the parent Curie collapse, not this volume cliff.",2026-08-17
superparamagnetism:hardware_scale:latch-cell,superparamagnetism,library/superparamagnetism.md,hardware_scale,requirement,scale,volume,"Nd2Fe14B K1 ≈ 4.5 MJ/m³. Laboratory stability KV ≳ 25 kT gives V ≈ 2.3e-26 m³ (~30 nm linear) at 300 K. Magnetite blocking size is a 10–30 nm class for near-equant grains, not a single cliff.","The latch hardware is unchanged from the parent magnet. Below the stability volume the barrier is under-provisioned by grain size, not by a missing anisotropy mechanism.",derived,The spatial-buffer clause of the magnetic latch is a crystalline anisotropy cell at tens of nanometres for NdFeB at laboratory time.,min,2.3e-26,m^3,V ≳ 2.3e-26 m³ (~30 nm NdFeB); KV ≳ 25 kT,high,"25 kT is a timescale convention, not a single experimental cliff. Magnetite has no single portable diameter.",2026-08-17
surface-plasmon-resonance:clock_latency:optical-cycle,surface-plasmon-resonance,library/surface-plasmon-resonance.md,clock_latency,requirement,latency,time,"The metal electrons must follow at the SPP frequency, below the screened plasma / interband edge — the same femtosecond class as reflection.",Optical-cycle synchronization of the same free-electron gas. Drive above the screened edge unbinds the mode (ε_m+ε_d no longer negative).,envelope,"SPR shares reflection’s femtosecond screening clock; the new constraint is momentum, not a new cycle time.",,,,optical cycle (fs class),high,Cross-cite reflection:clock_latency:plasma-period and plasma-frequency-cutoff for the numerical 0.3–1 fs band and for ω>ωp unbinding. This file does not restate those periods.,2026-08-17
surface-plasmon-resonance:consistency_gap:coupler-tag,surface-plasmon-resonance,library/surface-plasmon-resonance.md,consistency_gap,gap,threshold,other,"A momentum-matching coupler is required. The coupler is a wavevector match, not a buffer, clock, barrier, lattice, field threshold, or thermal limit.",The load-bearing k-match does not sit in the six allowed constraint tags. The thickness window is also not a single buffer number.,open,"Tag-set gap plus a moving window: Medium mapping, not a contradiction of the electron-gas family.",,,,k-match outside tag set; window ≠ floor,medium,File-level mapping remains Medium. Do not invent a seventh tag for one entry.,2026-08-17
surface-plasmon-resonance:emergent_output:r-dip,surface-plasmon-resonance,library/surface-plasmon-resonance.md,emergent_output,output,output,dimensionless,A narrow dip appears in reflected intensity as angle or wavelength is scanned. The dip walks when the refractive index of the medium against the metal changes. Width tracks Im ε_m.,"A sharp angular or spectral absorption feature and a field bound to the interface, from synchronized oscillation of the metal electrons against the dielectric.",envelope,"The stable output is the resonance dip and the interface-bound field, not a bulk mirror R.",,,,minimum in R(θ) or R(λ),high,No universal R_min is quoted.,2026-08-17
surface-plasmon-resonance:energy_barrier:no-latch,surface-plasmon-resonance,library/surface-plasmon-resonance.md,energy_barrier,requirement,threshold,energy,"None. Driven collective resonance, not a latch.",No static barrier holds the dip. The mode exists only while it is driven.,relabel,"SPR is a driven interface mode, not a stored directional state.",,,,no latch,high,,2026-08-17
surface-plasmon-resonance:failure_mode:momentum-mismatch,surface-plasmon-resonance,library/surface-plasmon-resonance.md,failure_mode,failure,threshold,other,"The SPP wavevector lies outside the free-space (or dielectric) light line: k_sp > n_d ω/c. Light incident from free space on a flat metal surface does not produce the dip. Without a coupler (Kretschmann, Otto, or grating) there is no resonance, however good the metal.",No in-plane momentum match → the interface mode is not launched → no dip.,envelope,Momentum match is load-bearing hardware and the primary collapse when the coupler or angle is absent.,,,,"no coupler, or θ / grating off the match",high,"total-internal-reflection supplies the prism evanescent field that Kretschmann and Otto use. Shared hardware, not a shared collapse.",2026-08-17
surface-plasmon-resonance:failure_mode:thickness-window,surface-plasmon-resonance,library/surface-plasmon-resonance.md,failure_mode,failure,scale,length,"If the film is far from the working thickness window, or the metal is a poor, highly damped conductor, the feature washes out. Discontinuous morphology or a missing metal–dielectric face also kills the mode.","Thickness off the window, islanded film, or no interface starves the bound-mode buffer.",envelope,"Spatial failure is a window, not a one-sided 10 nm floor.",range,4.5e-08,m,off the tens-of-nm / 40–50 nm Au window,medium,Do not treat 50 nm of gold as the SPR equivalent of reflection’s 5–10 nm cliff. Large γ washes the dip out rather than moving a sharp cliff.,2026-08-17
surface-plasmon-resonance:hardware_scale:dielectric-tail,surface-plasmon-resonance,library/surface-plasmon-resonance.md,hardware_scale,requirement,scale,length,"Field decay into the metal is of order the optical penetration depth (tens of nm). Decay into the dielectric is longer, typically a fraction of a visible wavelength up to about one wavelength. Propagating SPP in good Ag in the red can run tens of micrometres.","The dielectric-side evanescent tail is an additional buffer. A coupler (prism index plus angle, or a grating period) is part of the hardware even though it is not the electron gas.",envelope,SPR occupies a wavelength-scale dielectric tail plus a metal-side optical skin.,,,,dielectric tail ~λ/few to ~λ; metal decay tens of nm,high,"Metal-side decay is the optical skin owned by reflection / skin-effect. Propagation tens of μm is a run length, not the thickness window.",2026-08-17
surface-plasmon-resonance:hardware_scale:kretschmann-window,surface-plasmon-resonance,library/surface-plasmon-resonance.md,hardware_scale,requirement,scale,length,"Kretschmann film thickness sits in a window of tens of nanometres — commonly about 40–50 nm of Au in the visible — thick enough that a bound interface mode exists, thin enough that the prism field still reaches the outer metal–dielectric face. Continuous, not islanded.","Three nested spatial resources: a metal–dielectric interface, a thickness inside the coupler window, and in-plane continuity. The window is not a universal 50 nm law.",envelope,"SPR hardware is an interface plus a thickness window, not the 10–20 nm mirror floor.",range,4.5e-08,m,"40–50 nm Au (Kretschmann window, visible)",medium,"Geometric mean of 40–50 nm. Exact optimum is metal-, λ-, and coupler-dependent. Localized particle resonance (Au colloid ~520 nm) is a different spatial buffer and must not be averaged into this number.",2026-08-17
thermal-conductivity-phonon:clock_latency:scattering-time,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,clock_latency,requirement,latency,time,"Carrier speed v is the long-wave acoustic slope. The transport clock is the scattering time τ = ℓ/v: boundary-limited and long at low T, umklapp-limited and short at high T. Zone-boundary / Debye periods remain the underlying oscillator clocks.","Transport latency is ℓ/v, not the Debye period. No single τ is extracted.",open,The heat-current clock is the scattering time set by ℓ. Oscillator clocks stay with debye-cutoff.,,,,τ = ℓ/v (unpinned),medium,v owned by speed-of-sound; C(T) by debye-cutoff; this file owns ℓ.,2026-08-17
thermal-conductivity-phonon:consistency_gap:underived-ell,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,consistency_gap,gap,scale,length,The mapping takes the kinetic formula and the Peierls umklapp distinction as descriptive data. It does not yet extract a particular ℓ(T) from node-level anharmonicity.,The failing resource (ℓ) is identified; its value is not derived from node rules.,open,QSA names ℓ as the transport buffer but does not compute ℓ(T) from anharmonicity. Same unfinished anharmonicity as thermal-expansion.,,,,κ = (1/3) C v ℓ taken; ℓ(T) underived,medium,File-level mapping is Medium. Electronic thermal conductivity belongs with the electron population.,2026-08-17
thermal-conductivity-phonon:emergent_output:kappa-class,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,emergent_output,output,output,other,"Room-temperature class: diamond κ ∼ 10³ W m⁻¹ K⁻¹; typical oxide glasses κ ∼ 1 W m⁻¹ K⁻¹. A good crystal’s κ is small at the lowest T, rises, peaks (often tens of kelvin), and then falls.","A material- and size-dependent κ(T) with the crystal peak-and-fall shape, produced by a synchronized phonon population limited by ℓ.",envelope,The transport machine emits a crystal κ(T) peak and a diamond-vs-glass class of about 10³ vs 1 W m⁻¹ K⁻¹.,range,,W/(m·K),diamond ~10³ W m⁻¹ K⁻¹; oxide glasses ~1; crystal peak-and-fall,high,"Kinetic structure κ = (1/3) C v ℓ is descriptive data; the 1/3 is a kinetic average, not a derived node rule.",2026-08-17
thermal-conductivity-phonon:energy_barrier:no-latch,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,energy_barrier,requirement,threshold,temperature,No latched barrier. Umklapp is a kinematic threshold in the phonon population (enough large-q modes occupied) rather than an activation barrier that stores a state. T → 0 starves C; T → T_m removes the grid.,"The transport spec has occupation and grid conditions, not a memory barrier.",envelope,Phonon heat current is not a latch. Umklapp is kinematic; T → 0 or melting starve the channel.,,,,umklapp kinematic; C→0 as T→0; grid to T_m,high,,2026-08-17
thermal-conductivity-phonon:failure_mode:casimir,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,failure_mode,failure,scale,length,"Specimen size below the intrinsic ℓ (Casimir) → κ set by L, not by bulk scattering. Low T, clean crystal: ℓ saturates at the specimen size, C ∝ T³, so κ ∝ T³.",Spatial under-provisioning of the path makes the sample the buffer. That is a size failure of the bulk-κ spec.,envelope,"When L < intrinsic ℓ, the heat current is boundary-limited and κ tracks the specimen, not bulk umklapp.",max,,m,L ≲ ℓ (Casimir); κ ∝ T³ at low T,high,Any one peak temperature or residual ℓ is sample-dependent (medium).,2026-08-17
thermal-conductivity-phonon:failure_mode:grid-loss,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,failure_mode,failure,threshold,temperature,This channel collapses if the grid is destroyed (melting) or if T → 0 (C → 0). It is not the electronic Wiedemann–Franz channel.,Destroy the grid or starve C and this phonon κ is gone. Measuring a metal and attributing κ to phonons is the wrong machine.,envelope,Melting or T → 0 ends the phonon heat current. Electronic κ is a different population.,,,,T → T_m or T → 0; not Wiedemann–Franz,high,Cross-cite melting and electron-heat-capacity.,2026-08-17
thermal-conductivity-phonon:failure_mode:mfp-collapse,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,failure_mode,failure,scale,length,"Umklapp, defects, isotopes, or amorphization collapse ℓ and κ falls. At high T, C has saturated and ℓ continues to drop, so κ falls (often roughly as 1/T in simple crystals). Umklapp requires the reciprocal lattice; normal processes do not by themselves degrade a heat current in the Peierls accounting.",ℓ is the load-bearing transport resource. Shorten it and the heat current dies even while the modes still exist.,envelope,"The transport spec fails when the mean free path collapses — umklapp at high T, or defects / glass.",,,m,ℓ collapse (umklapp / defects / glass); κ often ~1/T at high T,high,"No reciprocal lattice, no umklapp (phonon-dispersion owns the zone). Same anharmonicity thermal-expansion names.",2026-08-17
thermal-conductivity-phonon:hardware_scale:lattice-plus-mfp,thermal-conductivity-phonon,library/thermal-conductivity-phonon.md,hardware_scale,requirement,scale,length,"A lattice that supports propagating acoustic modes, plus a mean free path. In the Casimir limit the spatial buffer is the specimen: ℓ saturates at the specimen size and shrinking L lowers κ at low T. In a glass the effective ℓ is already microscopic and the crystal-style peak never forms.",Hardware is the phonon-carrying grid plus the scattering length ℓ. At low T the buffer is the sample itself.,envelope,Phonon κ requires a propagating lattice and an ℓ. Casimir makes the specimen the spatial buffer; a glass never provisions the crystal peak.,,,m,ℓ plus lattice; Casimir ℓ ~ L_sample,high,A metal’s phonon channel is present but is not the macroscopic κ this entry maps.,2026-08-17
thermal-equilibrium-temperature:clock_latency:exchange-window,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,clock_latency,requirement,latency,time,Equilibration clocks are medium-specific: collision time of order 10^{-10} s in standard air; phonon/electron exchange from picoseconds to nanoseconds in ordinary crystals. Radiative exchange is slower.,"Observation faster than the population’s exchange window returns a sequence of incomplete averages, not T.",envelope,The thermometer clock is the medium’s equilibration window; ordinary condensed samples have already finished on any mechanical or human clock.,,,,medium-specific (air ∼10^{-10} s; crystals ps–ns),medium,The numerical window is medium for any one sample and geometry. Do not treat 10^{-10} s as a universal machine clock.,2026-08-17
thermal-equilibrium-temperature:consistency_gap:underived-k-and-n,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,consistency_gap,gap,capacity,node_count,k = 1.380649e-23 J/K is defined in SI. The N^{-1/2} scatter is taken from ensemble formulae. No universal minimum N is measured.,"QSA takes the observed scatter and the measured equilibration time as buffer and clock. It does not derive k, or a minimum N, from node rules.",open,"The statistical buffer is named as a class but not given a node-rule number. That is a gap, not a contradiction, and it recurs on every entry in this family.",,,,k defined; no derived min N,medium,Treating the defined k as an extracted machine constant would over-claim.,2026-08-17
thermal-equilibrium-temperature:emergent_output:shared-t,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,emergent_output,output,output,temperature,"A body left in contact with a larger body, or isolated long enough, presents a single stable thermometer reading. Two bodies in contact converge; a third that matches the first matches the second.","The stable product is one shared number T, and with it the conversion kT between that number and an energy scale.",envelope,"T is the averaged output of the exchanging population, not a single-node property.",,,,one shared T (kT conversion),medium,"k = 1.380649e-23 J/K is defined in SI, not an extracted machine constant. kT ≈ 4.14e-21 J at 300 K is arithmetic from that defined k.",2026-08-17
thermal-equilibrium-temperature:energy_barrier:no-latch,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,energy_barrier,requirement,barrier,energy,"No latch holds T. Barriers elsewhere (Curie point, superconducting gap, melting) destroy or replace this average; they are not the resource that produces T.","T is produced by exchange among contributors, not by a barrier that protects a written state.",envelope,Temperature has no energy barrier that stores a state.,,,,"no latch; exchange, not a barrier",medium,"Negative latch spec. Melting, superconductivity, and permanent-magnet-latch own the replacements.",2026-08-17
thermal-equilibrium-temperature:failure_mode:inside-exchange-window,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,failure_mode,failure,latency,time,"A reading taken inside the exchange window, or on a subsystem that is not exchanging, is not the equilibrium T.",Drive or observation faster than the averaging window is a clock failure of the family: the output is not T.,envelope,Observe inside the exchange window and the thermometer does not report T.,,,,t_obs ≲ equilibration window,medium,,2026-08-17
thermal-equilibrium-temperature:failure_mode:no-exchange-channel,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,failure_mode,failure,capacity,other,"With no exchange channel — no collisions, no radiation, no contact — two bodies do not converge to a shared reading.",Zeroth-law contact is a resource. Isolation prevents a shared average.,envelope,Without an exchange channel the population cannot finish a common T.,,,,no collisions / radiation / contact,medium,,2026-08-17
thermal-equilibrium-temperature:failure_mode:underpopulated,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,failure_mode,failure,capacity,node_count,A sample with only a handful of independent contributors does not present a stable reading: successive observations scatter.,Too few contributors → scatter dominates the mean → no stable thermometer reading.,envelope,Under-populated averages fail gradually; there is no single N at which T switches off.,,,,scatter ∼ N^{-1/2},medium,,2026-08-17
thermal-equilibrium-temperature:hardware_scale:one-over-sqrt-n,thermal-equilibrium-temperature,library/thermal-equilibrium-temperature.md,hardware_scale,requirement,capacity,node_count,Relative energy (or inferred-T) fluctuations of a finite population scale as N^{-1/2}. There is no single universal N at which a thermometer starts working.,"The hardware is a large exchanging population. Required N is set by the stability of the reading against the instrument, not by a material constant.",envelope,"Temperature requires a statistical buffer; collapse is gradual in 1/√N, not a connected-film or KV cliff.",,,,σ_E/⟨E⟩ ∼ N^{-1/2}; no universal N,medium,File-level mapping is Medium. Contrast with reflection’s 10–20 nm stack and the magnet latch cell.,2026-08-17
thermal-expansion:clock_latency:no-separate-clock,thermal-expansion,library/thermal-expansion.md,clock_latency,requirement,latency,time,"There is no separate expansion clock. The lattice clocks are the phonon spectrum; α(T) is the thermal occupation of those modes acting through γ. The laboratory length change follows the thermal equilibration time of the specimen, not an atomic period.","α is an occupation readout of the existing phonon table, delayed only by specimen thermalization.",open,No dedicated expansion period is extracted. Laboratory ΔL follows thermal equilibration.,,,,no separate clock; follows thermal equilibration,medium,Cross-cite phonon-dispersion and thermal-equilibrium-temperature.,2026-08-17
thermal-expansion:consistency_gap:underived-anharmonicity,thermal-expansion,library/thermal-expansion.md,consistency_gap,gap,output,dimensionless,Anharmonicity is the stated condition and not a single hardware number. There is no measured γ_c at which expansion turns on. QSA does not derive the 10⁻⁶–10⁻⁵ K⁻¹ class from node-well shapes.,"The resource (anharmonicity) is named; its strength is taken as data. Invar shows that α ≈ 0 can also be a cancellation, which must not be misread as γ = 0.",open,"Expansion is located as the anharmonic correction, but that resource is not pinned to one measured hardware number the way ω_p or T_m is.",,,,α class taken; no γ_c,medium,File-level mapping is Medium. Quasi-harmonic ω(q) shifts organize data and do not supply a single how-anharmonic number.,2026-08-17
thermal-expansion:emergent_output:alpha-class,thermal-expansion,library/thermal-expansion.md,emergent_output,output,output,dimensionless,"Metals as a class: α ∼ 10⁻⁶–10⁻⁵ K⁻¹ near room temperature (handbook examples in that window: Al ∼ 2×10⁻⁵ K⁻¹, Fe ∼ 1×10⁻⁵ K⁻¹).","A small, material-typical α(T) as the averaged length change of an anharmonic, thermally occupied grid.",envelope,"The expansion machine emits a 10⁻⁶–10⁻⁵ K⁻¹ metal class, not a universal α.",range,,1/K,10⁻⁶–10⁻⁵ K⁻¹ (Al ∼2×10⁻⁵; Fe ∼1×10⁻⁵),high,"value_si left null: class envelope, not one pin. A particular alloy’s α(T) is medium.",2026-08-17
thermal-expansion:energy_barrier:no-threshold,thermal-expansion,library/thermal-expansion.md,energy_barrier,requirement,threshold,dimensionless,"No latched barrier and no single threshold number. The operating condition is γ ≠ 0 (anharmonic wells) plus a finite T. The stated collapse is the harmonic limit γ → 0, a condition on the wells rather than a measured T or E. There is no measured γ_c at which expansion turns on.","Expansion is not a gated latch. γ of order one for many solids is a descriptive class, not a cliff.",open,No activation barrier and no γ_c. Anharmonic wells plus finite T are the operating condition.,approx,1.0,1,γ of order one; no γ_c,medium,"γ → 0 is the harmonic-limit statement. value_si is the order-one class, not a pin.",2026-08-17
thermal-expansion:failure_mode:harmonic-limit,thermal-expansion,library/thermal-expansion.md,failure_mode,failure,threshold,dimensionless,"A purely harmonic spring lattice would not expand — its mean bond length is independent of amplitude. γ → 0 (purely harmonic springs) → α = 0. This is the taxonomy collapse. It is a limiting condition, not a laboratory switch one flips on a given metal.","Remove anharmonicity and the length-change machine disappears, even though moduli, sound speed, and the 3N mode count remain.",envelope,The harmonic lattice does not expand. That is the named collapse of this effect.,eq,0.0,1/K,γ → 0 ⇒ α = 0 (harmonic limit),high,Umklapp in thermal-conductivity-phonon draws on the same anharmonicity; the two entries should not assign contradictory γ.,2026-08-17
thermal-expansion:failure_mode:invar-compensation,thermal-expansion,library/thermal-expansion.md,failure_mode,failure,output,dimensionless,"Invar (Fe–Ni near the 36 wt% Ni composition): α near zero around room temperature, not because the lattice has become harmonic, but because a magnetic / volume-magnetostriction channel cancels the ordinary anharmonic term.",α ≈ 0 without harmonic wells. That is not the harmonic-limit collapse.,envelope,"Invar’s near-zero α is a two-channel cancellation, not γ = 0.",approx,0.0,1/K,"Invar α ≈ 0 (cancellation, not harmonic)",high,Cross-cite magnetostriction (volume channel). Composition 36 wt% Ni is in the file.,2026-08-17
thermal-expansion:failure_mode:t-to-zero,thermal-expansion,library/thermal-expansion.md,failure_mode,failure,threshold,temperature,"α → 0 as T → 0, tracking the vanishing of the lattice heat capacity. High temperature: α continues until the grid fails (melting). There is no single α-defined collapse temperature analogous to T_m or T_C.",Starve C_V and expansion stops even if γ is finite. Melting ends the solid’s α spec; it is not an α cliff.,envelope,Low T kills α with the heat capacity. Melting ends the solid; α itself has no T_C-style pin.,approx,0.0,K,T → 0 ⇒ α → 0; no α-defined T_c,high,Cross-cite debye-cutoff (C_V) and melting (high-T end of the same wells).,2026-08-17
thermal-expansion:hardware_scale:anharmonic-wells,thermal-expansion,library/thermal-expansion.md,hardware_scale,requirement,scale,other,"A mechanically coupled lattice whose wells are not purely quadratic, large enough for a macroscopic length to be defined. If the restoring wells are purely quadratic, ⟨x⟩ is independent of T and α = 0. The harmonic grid that already produces speed-of-sound, elasticity, and debye-cutoff is not sufficient.",Expansion is the anharmonic correction to the same ion-grid hardware. Harmonic springs provision moduli and a long-wave slope and still give α = 0.,envelope,"The extra hardware is anharmonicity (γ ≠ 0), not a fourth reading of the harmonic springs.",,,,γ ≠ 0 anharmonic wells; harmonic grid insufficient,high,Invar adds a magnetic volume channel on top of the lattice term (magnetostriction).,2026-08-17
total-internal-reflection:clock_latency:optical-period,total-internal-reflection,library/total-internal-reflection.md,clock_latency,requirement,latency,time,Clock is the optical period. TIR works across the transparency window of the two dielectrics.,"Clock is not the load-bearing collapse. The gate dies when n(ω) contrast disappears (X-ray δ→0, or an absorption band) — a failure of the underlying refraction machines.",envelope,"TIR inherits the optical cycle of refraction; the collapse is geometric, not temporal.",,,,optical period; not the collapse,high,Cross-cite refraction-dielectric:clock_latency:optical-cycle (~2 fs visible) for the parent cycle time.,2026-08-17
total-internal-reflection:consistency_gap:angle-tag,total-internal-reflection,library/total-internal-reflection.md,consistency_gap,gap,threshold,dimensionless,"The six allowed tags have no slot for angle or index contrast. spatial-buffer covers the interface, the evanescent tail, and frustrated-TIR starvation. It does not name the critical-angle gate.",The sharp θc / n1>n2 collapse is recorded as a geometry/contrast gate but is not a first-class constraint tag.,open,"Limitation of the tag list, not a reason to invent a tag for one file. Mapping still rates High because the collapses are sharp.",,,,no tag for θc / n1>n2,medium,File-level mapping remains High. Not a new collective oscillator; kinematic gate on refraction’s n.,2026-08-17
total-internal-reflection:emergent_output:unit-r,total-internal-reflection,library/total-internal-reflection.md,emergent_output,output,output,dimensionless,"Fresnel reflection coefficients have magnitude 1 (lossless media) for θ>θc, with an angle- and polarization-dependent phase.","Unit reflectance for all θ>θc, together with a non-propagating field occupying a wavelength-scale volume on the far side.",relabel,"The synchronized boundary response emits R=1 (lossless) and an evanescent occupancy, without a metal electron gas.",eq,1.0,1,"|r| = 1 (lossless, θ>θc)",high,Absorption in either medium → |r|<1 even above θc.,2026-08-17
total-internal-reflection:energy_barrier:no-latch,total-internal-reflection,library/total-internal-reflection.md,energy_barrier,requirement,threshold,energy,Time-averaged Poynting flux through the interface is zero in lossless TIR. Energy still occupies the evanescent volume.,"Driven boundary response, not a latch. The word barrier for the low-index gap in frustrated TIR is a wave-tunneling metaphor, not an energy-barrier tag.",relabel,No stored state and no activation barrier. The gap is a spatial buffer.,,,,no latch; evanescent gap is not ΔE,high,,2026-08-17
total-internal-reflection:failure_mode:below-critical-angle,total-internal-reflection,library/total-internal-reflection.md,failure_mode,failure,threshold,dimensionless,θc = arcsin(n2/n1). Crown glass / air (n1≈1.50) θc≈41.8°; water / air (1.333) 48.6°; diamond / air (2.42) 24.4°. For θ<θc a propagating transmitted beam appears and R<1.,Incidence below the geometric gate → the total-reflection output is gone.,relabel,The load-bearing geometric collapse is θ<θc.,max,0.729,rad,θ < θc ≈ 41.8° (crown/air),high,"value_si is 41.8° in radians, textbook crown/air. Water 48.6°, diamond 24.4°. The cliff is θ<θc, not a universal angle. Metal reflection can give high R without any critical angle.",2026-08-17
total-internal-reflection:failure_mode:frustrated-tir,total-internal-reflection,library/total-internal-reflection.md,failure_mode,failure,scale,length,"A third medium placed inside the evanescent tail accepts a propagating wave. The isolation fails without any change in θ or in n1, n2.",Spatial starvation of the 1/κ buffer by a third body destroys unit reflectance.,envelope,Frustrated TIR is buffer starvation of the evanescent volume.,max,,,third body inside ~1/κ,high,surface-plasmon-resonance uses this tail as a coupler rather than as a collapse.,2026-08-17
total-internal-reflection:failure_mode:no-contrast,total-internal-reflection,library/total-internal-reflection.md,failure_mode,failure,threshold,dimensionless,No real θc exists if n1≤n2.,Without index contrast the geometry gate never opens.,relabel,"n1≤n2 is a binary contrast collapse, sharper than refraction’s continuum.",max,1.0,1,n1/n2 ≤ 1,high,X-ray total external reflection is the same kinematic gate with inverted contrast (n_material=1−δ<1=n_vacuum).,2026-08-17
total-internal-reflection:hardware_scale:evanescent-tail,total-internal-reflection,library/total-internal-reflection.md,hardware_scale,requirement,scale,length,"An evanescent field occupies the low-index side. Amplitude decay length 1/κ = λ0 / (2π √(n1² sin²θ − n2²)): of order λ/2π well above θc, several wavelengths as θ→θc+.","An interface between two polarizable populations with n1>n2, plus a far-side buffer of order 1/κ. Same bound-charge machines as refraction-dielectric, not a new species.",envelope,TIR hardware is index contrast plus a wavelength-scale evanescent volume.,range,,,1/κ ~ λ/2π to a few λ,high,Starve that gap with a third medium and the total-reflection output fails (frustrated TIR).,2026-08-17
type-ii-critical-field:clock_latency:not-voltage-standard,type-ii-critical-field,library/type-ii-critical-field.md,clock_latency,requirement,latency,time,"Screening and core adjustment follow the parent-condensate electromagnetic / gap clocks (London / plasma scales; gap frequency). Flux-flow voltages, when present, sit on a much slower, geometry- and drive-dependent scale set by vortex velocity.",This entry is not a voltage-standard clock; that lock lives on josephson-effect.,open,"Mixed-state dynamics inherit the parent condensate clocks; flux flow is a slower, non-universal scale.",,,,London/gap clocks; flux-flow slower,high,Not the 483.6 MHz/μV lock.,2026-08-17
type-ii-critical-field:consistency_gap:pinning-mesoscale,type-ii-critical-field,library/type-ii-critical-field.md,consistency_gap,gap,barrier,energy,"Pinning — the barrier that decides whether the mixed state is dissipationless — is set by microstructure (precipitates, grain boundaries, irradiation defects) and is not a universal function of λ and ξ.",QSA does not yet have a clean buffer/barrier specification for that mesoscale step. The Hc1 / Hc2 / κ collapses do not depend on closing it.,open,"Mixed-state classification is closed; the pinning landscape that protects R=0 is still underived, of the same kind as mesoscale coercivity.",,,,"pinning mesoscale; not f(λ,ξ)",medium,File-level mapping remains High. Same class of gap as permanent-magnet-latch coercivity. Superconductivity records the R=0 side of this gap.,2026-08-17
type-ii-critical-field:emergent_output:phi0-lattice,type-ii-critical-field,library/type-ii-critical-field.md,emergent_output,output,output,other,"Between Hc1 and Hc2 flux enters as a lattice of discrete tubes, each carrying one flux quantum Φ0 = h/2e = 2.0678e-15 Wb. The vortex lattice is seen by decoration, neutron diffraction, and STM.","A mixed state whose field scale is set by ξ and λ, whose flux is packaged as an integer number of Φ0 tubes, and whose lattice spacing tracks √(Φ0/B), for as long as Hc1 < H < Hc2 and T < Tc.",relabel,The stable output is a field-tuned lattice of Φ0 phase defects.,eq,2.0678e-15,Wb,Φ0=h/2e per vortex,high,Same quantum as flux-quantization: a vortex is a phase defect that plays the role of the hole.,2026-08-17
